Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco,BR_Density,Room_Density,Dist_to_City,RecID,SetID
89300,4,13,2132,425,1345,432,32.68,-117.04,9741.161647,189145.8747,12007.17498,680467.9503,748459.6364,3.164705882,4.935185185,12007.17498,211,O
152700,5.0947,14,1320,270,943,260,32.68,-117.04,9741.161647,189145.8747,12007.17498,680467.9503,748459.6364,3.492592593,5.076923077,12007.17498,212,O
125000,3.775,9,3087,609,1530,556,32.68,-117.04,9741.161647,189145.8747,12007.17498,680467.9503,748459.6364,2.512315271,5.552158273,12007.17498,213,O
115000,4.375,11,1875,357,1014,386,32.68,-117.04,9741.161647,189145.8747,12007.17498,680467.9503,748459.6364,2.840336134,4.857512953,12007.17498,214,O
267400,5.7192,14,3986,675,2065,702,32.68,-117.02,11512.44148,190249.2899,13787.11727,681650.4619,749646.9491,3.059259259,5.678062678,13787.11727,215,O
156300,5.5248,22,2346,380,1217,382,32.68,-116.98,15128.07746,192490.9028,17404.7089,684023.8674,752029.0746,3.202631579,6.141361257,17404.7089,216,O
72700,2.625,11,2872,610,2644,581,32.68,-115.51,9449.70601,296177.3893,154548.2841,778053.2076,845730.3372,4.33442623,4.943201377,154548.2841,217,O
88400,1.5931,18,3631,913,3565,924,32.68,-115.5,8537.580746,296973.6069,155483.6877,778732.5622,846404.1005,3.904709748,3.92965368,155483.6877,218,O
91200,2.3319,15,3414,666,2097,622,32.68,-115.48,6733.037071,298568.3338,157354.5048,780092.6754,847752.9286,3.148648649,5.488745981,157354.5048,219,O
500001,5.1009,52,1837,313,668,300,32.69,-117.18,421.0840245,180830.5708,3364.686339,671398.1287,739351.0474,2.134185304,6.123333333,3364.686339,221,O
320800,3.2121,37,3112,716,1304,674,32.69,-117.18,421.0840245,180830.5708,3364.686339,671398.1287,739351.0474,1.82122905,4.617210682,3364.686339,222,O
452800,4.4777,44,2819,514,1258,503,32.69,-117.18,421.0840245,180830.5708,3364.686339,671398.1287,739351.0474,2.447470817,5.604373757,3364.686339,223,O
432400,5.1249,48,2764,491,978,449,32.69,-117.18,421.0840245,180830.5708,3364.686339,671398.1287,739351.0474,1.99185336,6.155902004,3364.686339,224,O
500001,5.3177,40,2236,331,767,316,32.69,-117.17,1306.88771,181339.4151,2980.758042,671979.7031,739936.0633,2.317220544,7.075949367,2980.758042,225,O
334600,4.7891,19,2802,802,1159,597,32.69,-117.17,1306.88771,181339.4151,2980.758042,671979.7031,739936.0633,1.445137157,4.693467337,2980.758042,226,O
422200,4.5189,45,3168,598,1341,562,32.69,-117.17,1306.88771,181339.4151,2980.758042,671979.7031,739936.0633,2.242474916,5.637010676,2980.758042,227,O
90100,1.043,36,1469,400,1271,340,32.69,-117.13,4592.708643,183407.6873,4080.483652,674313.2541,742282.5957,3.1775,4.320588235,4080.483652,228,O
93800,1.0658,46,200,77,180,65,32.69,-117.12,4823.567496,183932.8404,4792.625227,674898.4458,742870.8384,2.337662338,3.076923077,4792.625227,229,O
93400,1.9425,36,1421,367,1418,355,32.69,-117.11,5214.687038,184461.1725,5571.282372,675484.3553,743459.7219,3.863760218,4.002816901,5571.282372,231,O
91800,2.09,34,1144,295,1271,302,32.69,-117.11,5214.687038,184461.1725,5571.282372,675484.3553,743459.7219,4.308474576,3.78807947,5571.282372,232,O
86300,1.5933,37,2395,627,2489,599,32.69,-117.11,5214.687038,184461.1725,5571.282372,675484.3553,743459.7219,3.96969697,3.998330551,5571.282372,233,O
86500,2.725,39,395,159,620,162,32.69,-117.11,5214.687038,184461.1725,5571.282372,675484.3553,743459.7219,3.899371069,2.438271605,5571.282372,234,O
83100,1.2413,11,3071,911,2812,774,32.69,-117.1,5733.362466,184992.6564,6392.193588,676070.9808,744049.2446,3.086717892,3.967700258,6392.193588,235,O
87200,2.2102,37,1269,340,1369,302,32.69,-117.1,5733.362466,184992.6564,6392.193588,676070.9808,744049.2446,4.026470588,4.201986755,6392.193588,236,O
98000,2.0547,35,1292,272,1183,272,32.69,-117.1,5733.362466,184992.6564,6392.193588,676070.9808,744049.2446,4.349264706,4.75,6392.193588,237,O
103600,1.8112,29,4174,1195,3675,1124,32.69,-117.1,5733.362466,184992.6564,6392.193588,676070.9808,744049.2446,3.075313808,3.713523132,6392.193588,238,O
108000,1.3269,18,1645,430,1221,410,32.69,-117.09,6348.405796,185527.265,7241.002091,676658.3203,744639.405,2.839534884,4.012195122,7241.002091,239,O
112700,3.4583,34,1469,267,1031,267,32.69,-117.09,6348.405796,185527.265,7241.002091,676658.3203,744639.405,3.861423221,5.501872659,7241.002091,241,O
117000,3.4875,31,2558,487,1938,492,32.69,-117.08,7034.585543,186064.9713,8108.952115,677246.3721,745230.2016,3.979466119,5.199186992,8108.952115,242,O
111400,3.6875,36,1571,284,1001,268,32.69,-117.08,7034.585543,186064.9713,8108.952115,677246.3721,745230.2016,3.524647887,5.861940299,8108.952115,243,O
135000,4.0921,20,2192,406,1766,393,32.69,-117.07,7773.085484,186605.7485,8990.50155,677835.1342,745821.6329,4.349753695,5.577608142,8990.50155,244,O
118000,3.4609,29,1429,293,1091,317,32.69,-117.07,7773.085484,186605.7485,8990.50155,677835.1342,745821.6329,3.723549488,4.507886435,8990.50155,245,O
153300,4.069,28,1485,275,820,283,32.69,-117.07,7773.085484,186605.7485,8990.50155,677835.1342,745821.6329,2.981818182,5.247349823,8990.50155,246,O
157700,4.8875,9,1520,269,1250,265,32.69,-117.06,8550.359558,187149.5701,9882.011551,678424.6049,746413.6973,4.646840149,5.735849057,9882.011551,247,O
154900,4.4375,13,705,149,718,155,32.69,-117.06,8550.359558,187149.5701,9882.011551,678424.6049,746413.6973,4.818791946,4.548387097,9882.011551,248,O
158900,5.1305,9,521,111,491,110,32.69,-117.06,8550.359558,187149.5701,9882.011551,678424.6049,746413.6973,4.423423423,4.736363636,9882.011551,249,O
144300,3.625,21,991,210,695,203,32.69,-117.05,9356.749733,187696.4096,10781.0114,679014.7822,747006.3934,3.30952381,4.881773399,10781.0114,251,O
143800,3.16,14,1689,555,1319,527,32.69,-117.05,9356.749733,187696.4096,10781.0114,679014.7822,747006.3934,2.376576577,3.204933586,10781.0114,252,O
115800,3.5437,27,1790,356,1286,347,32.69,-117.04,10185.34284,188246.2406,11685.77261,679605.6643,747599.7197,3.612359551,5.158501441,11685.77261,253,O
158900,3.02,9,3417,860,2521,828,32.69,-117.04,10185.34284,188246.2406,11685.77261,679605.6643,747599.7197,2.931395349,4.126811594,11685.77261,254,O
179400,5.0829,5,3201,532,2061,536,32.69,-117.03,11031.13675,188799.0371,12595.05363,680197.2493,748193.6745,3.87406015,5.972014925,12595.05363,255,O
156100,4.6648,10,901,163,698,167,32.69,-117.03,11031.13675,188799.0371,12595.05363,680197.2493,748193.6745,4.282208589,5.395209581,12595.05363,256,O
175500,4.5662,8,2460,397,1784,390,32.69,-117.03,11031.13675,188799.0371,12595.05363,680197.2493,748193.6745,4.493702771,6.307692308,12595.05363,257,O
135000,4.436,7,6055,1004,3031,952,32.69,-117.02,11890.46144,189354.773,13507.94175,680789.5355,748788.2565,3.018924303,6.360294118,13507.94175,258,O
116500,2.919,19,4085,876,2133,718,32.69,-116.58,12850.28651,216354.0375,54446.75684,707517.0829,775548.4932,2.434931507,5.689415042,54446.75684,259,O
94400,2.5769,30,935,177,649,148,32.69,-115.59,11471.27971,289240.2318,147031.1083,771865.9344,839579.9941,3.666666667,6.317567568,147031.1083,261,O
64000,1.899,17,1960,389,1691,356,32.69,-115.49,7996.92093,297189.8598,156386.0406,778648.8411,846307.6857,4.347043702,5.505617978,156386.0406,262,O
368800,3.6759,44,2655,514,1102,489,32.7,-117.18,1390.964637,179897.0915,2488.581107,670526.9862,738483.1696,2.143968872,5.429447853,2488.581107,263,O
404500,5.1386,42,1691,286,761,281,32.7,-117.18,1390.964637,179897.0915,2488.581107,670526.9862,738483.1696,2.660839161,6.017793594,2488.581107,264,O
409700,4.0488,33,4084,897,1804,833,32.7,-117.17,1861.519514,180408.5108,1938.32743,671109.2475,739068.8037,2.011148272,4.902761104,1938.32743,265,O
162500,1.3657,50,475,172,483,120,32.7,-117.15,3432.246075,181441.2791,2034.144185,672275.9487,740242.0148,2.808139535,3.958333333,2034.144185,266,O
86300,1.2863,52,458,148,1283,166,32.7,-117.15,3432.246075,181441.2791,2034.144185,672275.9487,740242.0148,8.668918919,2.759036145,2034.144185,267,O
77300,1.6023,32,1280,353,1335,330,32.7,-117.14,4308.700383,181962.5718,2637.099656,672860.3849,740829.5886,3.781869688,3.878787879,2637.099656,268,O
87000,2.1875,43,1126,289,1132,294,32.7,-117.14,4308.700383,181962.5718,2637.099656,672860.3849,740829.5886,3.916955017,3.829931973,2637.099656,269,O
82700,1.5729,36,633,148,557,139,32.7,-117.14,4308.700383,181962.5718,2637.099656,672860.3849,740829.5886,3.763513514,4.553956835,2637.099656,271,O
86500,1.8008,48,510,180,545,132,32.7,-117.14,4308.700383,181962.5718,2637.099656,672860.3849,740829.5886,3.027777778,3.863636364,2637.099656,272,O
89400,1.9338,44,658,218,869,212,32.7,-117.14,4308.700383,181962.5718,2637.099656,672860.3849,740829.5886,3.986238532,3.103773585,2637.099656,273,O
90000,0.9589,47,552,161,593,174,32.7,-117.14,4308.700383,181962.5718,2637.099656,672860.3849,740829.5886,3.683229814,3.172413793,2637.099656,274,O
75600,1.875,48,786,230,917,231,32.7,-117.13,5205.848245,182487.0996,3394.358777,673445.5422,741417.8059,3.986956522,3.402597403,3394.358777,275,O
78900,0.8991,42,1210,292,945,258,32.7,-117.13,5205.848245,182487.0996,3394.358777,673445.5422,741417.8059,3.23630137,4.689922481,3394.358777,276,O
80200,1.4632,38,1445,392,1286,357,32.7,-117.13,5205.848245,182487.0996,3394.358777,673445.5422,741417.8059,3.280612245,4.047619048,3394.358777,277,O
70200,1.9509,35,1179,344,1372,330,32.7,-117.13,5205.848245,182487.0996,3394.358777,673445.5422,741417.8059,3.988372093,3.572727273,3394.358777,278,O
78800,2.5588,35,365,98,463,112,32.7,-117.13,5205.848245,182487.0996,3394.358777,673445.5422,741417.8059,4.724489796,3.258928571,3394.358777,279,O
84100,1.8187,36,1011,253,763,226,32.7,-117.12,5882.147024,183014.8345,4223.727413,674031.4189,742006.6651,3.015810277,4.473451327,4223.727413,281,O
65700,1.0531,38,818,217,953,231,32.7,-117.12,5882.147024,183014.8345,4223.727413,674031.4189,742006.6651,4.391705069,3.541125541,4223.727413,282,O
78100,1.1681,37,1361,348,1398,328,32.7,-117.12,5882.147024,183014.8345,4223.727413,674031.4189,742006.6651,4.017241379,4.149390244,4223.727413,283,O
79400,1.7402,34,2028,522,1797,464,32.7,-117.11,6206.88098,183545.749,5090.078565,674618.0129,742596.1648,3.442528736,4.370689655,5090.078565,284,O
83300,1.8125,37,2045,502,1920,472,32.7,-117.11,6206.88098,183545.749,5090.078565,674618.0129,742596.1648,3.824701195,4.332627119,5090.078565,285,O
86400,1.4856,33,1980,488,1626,428,32.7,-117.11,6206.88098,183545.749,5090.078565,674618.0129,742596.1648,3.331967213,4.626168224,5090.078565,286,O
95600,3.6042,28,633,137,525,170,32.7,-117.1,6648.550212,184079.8154,5977.35318,675205.3225,743186.3033,3.832116788,3.723529412,5977.35318,287,O
86300,1.5057,42,2002,488,1505,464,32.7,-117.1,6648.550212,184079.8154,5977.35318,675205.3225,743186.3033,3.084016393,4.314655172,5977.35318,288,O
84200,1.4583,15,869,217,887,216,32.7,-117.09,7185.624457,184617.0066,6877.457882,675793.3457,743777.0791,4.087557604,4.023148148,6877.457882,289,O
132200,3.3553,7,2327,490,1304,445,32.7,-117.01,13196.57974,189023.7931,14244.10421,680523.0003,748526.0483,2.66122449,5.229213483,14244.10421,301,O
131000,4.3714,23,2785,468,1456,449,32.7,-117,14048.09116,189587.9017,15173.08788,681117.363,749122.4921,3.111111111,6.202672606,15173.08788,302,O
150100,4.0444,15,3660,622,2629,612,32.7,-116.99,14909.73316,190154.8705,16102.84166,681712.4209,749719.5581,4.226688103,5.980392157,16102.84166,303,O
95800,1.6838,19,583,113,531,134,32.7,-115.4,4371.862618,303844.338,164780.8228,784035.9387,851634.5544,4.699115044,4.350746269,164780.8228,304,O
500001,6.6661,32,4164,701,1277,607,32.71,-117.24,5123.782676,175952.9206,7410.460057,666174.2206,734112.1135,1.82168331,6.859967051,7410.460057,305,O
205000,4.2375,7,2493,693,951,641,32.71,-117.17,2774.061395,179479.6666,1049.842977,670239.5036,738202.1973,1.372294372,3.889235569,1049.842977,306,O
187500,0.7685,39,311,181,206,113,32.71,-117.17,2774.061395,179479.6666,1049.842977,670239.5036,738202.1973,1.138121547,2.752212389,1049.842977,307,O
22500,1.0918,52,845,451,1230,375,32.71,-117.16,3313.139359,179997.0028,645.8709377,670823.1794,738789.0984,2.727272727,2.253333333,645.8709377,308,O
325000,1.3092,5,2508,827,2066,761,32.71,-117.16,3313.139359,179997.0028,645.8709377,670823.1794,738789.0984,2.498186215,3.295663601,645.8709377,309,O
137500,1.6607,52,217,82,531,93,32.71,-117.15,4001.192719,180517.6317,1217.68508,671407.5798,739376.6457,6.475609756,2.333333333,1217.68508,311,O
139400,2.1164,34,1694,455,1467,425,32.71,-117.14,4774.240134,181041.5246,2073.401389,671992.7028,739964.8377,3.224175824,3.985882353,2073.401389,312,O
103100,1.8456,32,719,251,894,208,32.71,-117.14,4774.240134,181041.5246,2073.401389,671992.7028,739964.8377,3.561752988,3.456730769,2073.401389,313,O
106300,1.6011,52,1225,332,955,321,32.71,-117.14,4774.240134,181041.5246,2073.401389,671992.7028,739964.8377,2.876506024,3.816199377,2073.401389,314,O
100000,1.2375,52,979,314,975,297,32.71,-117.14,4774.240134,181041.5246,2073.401389,671992.7028,739964.8377,3.105095541,3.296296296,2073.401389,315,O
87500,1.5594,52,800,313,1337,282,32.71,-117.14,4774.240134,181041.5246,2073.401389,671992.7028,739964.8377,4.271565495,2.836879433,2073.401389,316,O
91100,1.8696,52,500,113,480,108,32.71,-117.14,4774.240134,181041.5246,2073.401389,671992.7028,739964.8377,4.247787611,4.62962963,2073.401389,317,O
72000,1.2841,43,966,255,857,208,32.71,-117.14,4774.240134,181041.5246,2073.401389,671992.7028,739964.8377,3.360784314,4.644230769,2073.401389,318,O
82900,1.7642,39,1647,478,2176,479,32.71,-117.14,4774.240134,181041.5246,2073.401389,671992.7028,739964.8377,4.552301255,3.438413361,2073.401389,319,O
87500,1.2614,42,1145,314,1114,307,32.71,-117.13,5597.175127,181568.6534,2977.559126,672578.5466,740553.6728,3.547770701,3.729641694,2977.559126,321,O
83300,1.5474,44,1697,413,1396,363,32.71,-117.13,5597.175127,181568.6534,2977.559126,672578.5466,740553.6728,3.380145278,4.674931129,2977.559126,322,O
81500,1.825,37,1220,325,1472,323,32.71,-117.13,5597.175127,181568.6534,2977.559126,672578.5466,740553.6728,4.529230769,3.777089783,2977.559126,323,O
81300,1.6953,35,614,180,691,164,32.71,-117.13,5597.175127,181568.6534,2977.559126,672578.5466,740553.6728,3.838888889,3.743902439,2977.559126,324,O
78500,1.9286,33,1256,331,1315,321,32.71,-117.12,6450.933633,182098.99,3896.582091,673165.1093,741143.1495,3.972809668,3.912772586,3896.582091,325,O
111300,0.6433,24,421,101,396,113,32.71,-117.12,6450.933633,182098.99,3896.582091,673165.1093,741143.1495,3.920792079,3.725663717,3896.582091,326,O
85900,1.7,30,1729,457,1673,460,32.71,-117.11,7233.992279,182632.5064,4821.978245,673752.3889,741733.2662,3.66083151,3.758695652,4821.978245,327,O
83200,1.1818,29,1040,291,1054,297,32.71,-117.11,7233.992279,182632.5064,4821.978245,673752.3889,741733.2662,3.621993127,3.501683502,4821.978245,328,O
92600,2.085,9,1931,472,1628,445,32.71,-117.1,7616.28891,183169.1748,5750.671691,674340.3837,742324.0214,3.449152542,4.339325843,5750.671691,329,O
87900,1.75,25,939,247,1003,240,32.71,-117.1,7616.28891,183169.1748,5750.671691,674340.3837,742324.0214,4.060728745,3.9125,5750.671691,331,O
106300,1.5,12,3375,945,2357,808,32.71,-117.09,8089.314154,183708.9677,6681.2876,674929.0917,742915.4136,2.494179894,4.176980198,6681.2876,332,O
96800,2.5559,29,2238,523,2061,504,32.71,-117.09,8089.314154,183708.9677,6681.2876,674929.0917,742915.4136,3.940726577,4.44047619,6681.2876,333,O
86200,1.4821,27,2204,598,1656,521,32.71,-117.08,8638.175986,184251.8574,7613.121002,675518.5111,743507.4412,2.769230769,4.230326296,7613.121002,334,O
109100,2.5682,36,2448,475,1268,450,32.71,-117.07,9249.383728,184797.8168,8545.773632,676108.64,744100.1028,2.669473684,5.44,8545.773632,335,O
89600,2.2454,39,2754,652,2263,619,32.71,-117.07,9249.383728,184797.8168,8545.773632,676108.64,744100.1028,3.470858896,4.44911147,8545.773632,336,O
123400,2.8372,26,4151,823,2822,697,32.71,-117.07,9249.383728,184797.8168,8545.773632,676108.64,744100.1028,3.428918591,5.955523673,8545.773632,337,O
104300,2.8964,25,2681,596,1947,553,32.71,-117.06,9911.410007,185346.8188,9479.003671,676699.4766,744693.3967,3.266778523,4.848101266,9479.003671,338,O
125700,3.8194,21,1864,388,1498,389,32.71,-117.06,9911.410007,185346.8188,9479.003671,676699.4766,744693.3967,3.860824742,4.791773779,9479.003671,339,O
119200,3.2986,25,3292,608,2266,592,32.71,-117.05,10614.75064,185898.8362,10412.65586,677291.0189,745287.3216,3.726973684,5.560810811,10412.65586,341,O
109800,3.57,28,5274,991,3727,961,32.71,-117.04,11351.72885,186453.8424,11346.62599,677883.2652,745881.8758,3.760847629,5.488033299,11346.62599,342,O
103000,3.2596,33,3126,627,2300,623,32.71,-117.03,12116.20807,187011.8108,12280.84151,678476.2135,746477.0579,3.668261563,5.017656501,12280.84151,343,O
99600,3.25,34,2328,444,1684,429,32.71,-117.03,12116.20807,187011.8108,12280.84151,678476.2135,746477.0579,3.792792793,5.426573427,12280.84151,344,O
121800,3.7366,20,4050,745,2870,761,32.71,-117.02,12903.3012,187572.7148,13215.25037,679069.8621,747072.8664,3.852348993,5.321944809,13215.25037,345,O
118500,3.5388,30,3187,592,2082,631,32.71,-117.02,12903.3012,187572.7148,13215.25037,679069.8621,747072.8664,3.516891892,5.050713154,13215.25037,346,O
129100,2.981,20,3506,692,1977,668,32.71,-117.01,13709.11371,188136.5283,14149.81426,679664.2091,747669.2997,2.856936416,5.248502994,14149.81426,347,O
123500,3.725,22,2263,441,1395,416,32.71,-117,14530.53161,188703.2251,15084.50436,680259.2526,748266.3564,3.163265306,5.439903846,15084.50436,348,O
113800,3.8904,21,3049,582,2355,585,32.71,-116.99,15365.05228,189272.7794,16019.29857,680854.9909,748864.0349,4.046391753,5.211965812,16019.29857,349,O
155000,2.4567,18,2413,533,1129,551,32.71,-116.96,17928.80017,190998.3307,18824.15068,682646.3558,750660.7868,2.118198874,4.379310345,18824.15068,351,O
345800,6.5319,36,2632,450,2038,419,32.72,-117.25,6255.476317,174515.3469,8331.578902,664721.8557,732659.5159,4.528888889,6.281622912,8331.578902,352,O
496400,6.597,33,1677,228,629,239,32.72,-117.25,6255.476317,174515.3469,8331.578902,664721.8557,732659.5159,2.75877193,7.016736402,8331.578902,353,O
466700,7.5925,39,3089,431,1175,432,32.72,-117.24,6233.902702,175007.9002,7397.756743,665300.3582,733241.814,2.726218097,7.150462963,7397.756743,354,O
396400,6.6013,39,3819,594,1361,583,32.72,-117.24,6233.902702,175007.9002,7397.756743,665300.3582,733241.814,2.291245791,6.550600343,7397.756743,355,O
244200,2.1635,43,952,209,392,210,32.72,-117.23,5610.9131,175503.9822,6464.428406,665879.6003,733824.7704,1.875598086,4.533333333,6464.428406,356,O
500001,3.2361,38,2827,581,972,558,32.72,-117.23,5610.9131,175503.9822,6464.428406,665879.6003,733824.7704,1.672977625,5.066308244,6464.428406,357,O
262500,1.5909,44,626,256,572,229,32.72,-117.17,3794.527725,178552.9147,959.2130379,669370.4741,737336.2462,2.234375,2.733624454,959.2130379,358,O
162500,0.9142,52,788,463,805,391,32.72,-117.16,4204.705538,179072.8694,484.9179728,669954.8387,737923.7672,1.738660907,2.015345269,484.9179728,359,O
225000,1.2668,27,1245,471,653,451,32.72,-117.16,4204.705538,179072.8694,484.9179728,669954.8387,737923.7672,1.38641189,2.760532151,484.9179728,361,O
137500,1.2292,52,344,177,460,147,32.72,-117.15,4765.672604,179596.1179,1140.453271,670539.9275,738511.9339,2.598870056,2.340136054,1140.453271,362,O
250000,1.3071,51,1321,550,781,499,32.72,-117.15,4765.672604,179596.1179,1140.453271,670539.9275,738511.9339,1.42,2.647294589,1140.453271,363,O
139100,2.2804,42,1558,458,1227,407,32.72,-117.14,5430.902386,180122.6315,2028.929351,671125.7385,739100.745,2.679039301,3.828009828,2028.929351,364,O
168800,2.0529,43,1073,344,660,279,32.72,-117.14,5430.902386,180122.6315,2028.929351,671125.7385,739100.745,1.918604651,3.845878136,2028.929351,365,O
156300,1.6156,45,1140,310,840,339,32.72,-117.14,5430.902386,180122.6315,2028.929351,671125.7385,739100.745,2.709677419,3.362831858,2028.929351,366,O
